filename,label,labelname
MCF7_5S/10_M5_488epcam_D001_nucleus_508_499_6_17.tif,14.0,MCF7_5S
MCF7_2S/4_M2_488epcam_D002_nucleus_186_150_9_24.tif,6.0,MCF7_2S
MCF7_2S/4_M2_488epcam_D003_nucleus_462_377_17_27.tif,6.0,MCF7_2S
NIH3T3_3S/8_N3_568Vim_D003_nucleus_1583_1544_8_21.tif,7.0,NIH3T3_3S
NIH3T3_3S/8_N3_568Vim_D003_nucleus_2461_1504_37_46.tif,7.0,NIH3T3_3S
NIH3T3_2/6_MN2_488epcam_568vim_D001_nucleus_717_1370_40_49.tif,13.0,NIH3T3_2
MCF7_3S/7_M3_488epcam_D003_nucleus_476_621_35_46.tif,11.0,MCF7_3S
MCF7_5S/10_M5_488epcam_D001_nucleus_113_872_8_15.tif,14.0,MCF7_5S
MCF7_5S/10_M5_488epcam_D001_nucleus_1125_551_0_9.tif,14.0,MCF7_5S
NIH3T3_5/12_MN5_488epcam_568vim_D003_nucleus_1229_1028_20_25.tif,10.0,NIH3T3_5
NIH3T3_2S/5_N2_568Vim_D002_nucleus_527_1607_38_43.tif,4.0,NIH3T3_2S
NIH3T3_2S/5_N2_568Vim_D001_nucleus_1971_1617_0_6.tif,4.0,NIH3T3_2S
NIH3T3_1S/2_N1_568Vim_D001_nucleus_619_2568_31_43.tif,2.0,NIH3T3_1S
NIH3T3_3S/8_N3_568Vim_D001_nucleus_957_293_20_35.tif,7.0,NIH3T3_3S
MCF7_5S/10_M5_488epcam_D001_nucleus_479_1806_0_10.tif,14.0,MCF7_5S
MCF7_2/6_MN2_488epcam_568vim_D003_nucleus_325_1_36_50.tif,12.0,MCF7_2
NIH3T3_5S/11_N5_568Vim_D001_nucleus_641_1094_32_46.tif,8.0,NIH3T3_5S
NIH3T3_5/12_MN5_488epcam_568vim_D003_nucleus_1428_79_34_45.tif,10.0,NIH3T3_5
NIH3T3_3S/8_N3_568Vim_D002_nucleus_569_1704_4_13.tif,7.0,NIH3T3_3S
NIH3T3_2/6_MN2_488epcam_568vim_D001_nucleus_722_2486_61_69.tif,13.0,NIH3T3_2
NIH3T3_5S/11_N5_568Vim_D001_nucleus_795_2788_9_16.tif,8.0,NIH3T3_5S
MCF7_5S/10_M5_488epcam_D001_nucleus_1501_965_11_26.tif,14.0,MCF7_5S
MCF7_2/6_MN2_488epcam_568vim_D003_nucleus_939_1990_10_19.tif,12.0,MCF7_2
NIH3T3_3S/8_N3_568Vim_D001_nucleus_749_1697_5_12.tif,7.0,NIH3T3_3S
NIH3T3_5S/11_N5_568Vim_D002_nucleus_645_739_11_22.tif,8.0,NIH3T3_5S
MCF7_5S/10_M5_488epcam_D001_nucleus_221_484_1_12.tif,14.0,MCF7_5S
NIH3T3_2/6_MN2_488epcam_568vim_D003_nucleus_2447_1401_4_17.tif,13.0,NIH3T3_2
NIH3T3_5S/11_N5_568Vim_D001_nucleus_2236_1104_9_17.tif,8.0,NIH3T3_5S
NIH3T3_1S/2_N1_568Vim_D001_nucleus_1435_2899_13_18.tif,2.0,NIH3T3_1S
NIH3T3_3S/8_N3_568Vim_D002_nucleus_1457_2356_2_8.tif,7.0,NIH3T3_3S
NIH3T3_3S/8_N3_568Vim_D001_nucleus_359_351_17_31.tif,7.0,NIH3T3_3S
MCF7_1S/1_M1_488epcam_D003_nucleus_419_547_32_42.tif,3.0,MCF7_1S
NIH3T3_3S/8_N3_568Vim_D002_nucleus_2438_2261_5_12.tif,7.0,NIH3T3_3S
NIH3T3_3/9_MN3_488epcam_568vim_D001_nucleus_2114_1146_46_50.tif,15.0,NIH3T3_3
NIH3T3_3S/8_N3_568Vim_D002_nucleus_2907_2663_4_11.tif,7.0,NIH3T3_3S
NIH3T3_3S/8_N3_568Vim_D002_nucleus_2194_1374_31_39.tif,7.0,NIH3T3_3S
NIH3T3_5/12_MN5_488epcam_568vim_D001_nucleus_1947_322_26_36.tif,10.0,NIH3T3_5
NIH3T3_5/12_MN5_488epcam_568vim_D001_nucleus_1953_2487_35_49.tif,10.0,NIH3T3_5
NIH3T3_2S/5_N2_568Vim_D003_nucleus_671_1768_11_19.tif,4.0,NIH3T3_2S
NIH3T3_1/3_MN1_488epcam_568vim_D001_nucleus_2413_2343_23_33.tif,9.0,NIH3T3_1
MCF7_2/6_MN2_488epcam_568vim_D003_nucleus_1299_1104_31_38.tif,12.0,MCF7_2
NIH3T3_5/12_MN5_488epcam_568vim_D001_nucleus_2155_2890_23_29.tif,10.0,NIH3T3_5
NIH3T3_2/6_MN2_488epcam_568vim_D001_nucleus_666_1524_10_18.tif,13.0,NIH3T3_2
NIH3T3_5S/11_N5_568Vim_D001_nucleus_916_1442_25_31.tif,8.0,NIH3T3_5S
MCF7_5/12_MN5_488epcam_568vim_D001_nucleus_1417_691_10_23.tif,1.0,MCF7_5
MCF7_2S/4_M2_488epcam_D003_nucleus_601_632_17_27.tif,6.0,MCF7_2S
NIH3T3_1S/2_N1_568Vim_D002_nucleus_1478_57_12_19.tif,2.0,NIH3T3_1S
NIH3T3_2S/5_N2_568Vim_D003_nucleus_836_1201_28_40.tif,4.0,NIH3T3_2S
NIH3T3_2/6_MN2_488epcam_568vim_D002_nucleus_1174_2215_19_23.tif,13.0,NIH3T3_2
NIH3T3_5S/11_N5_568Vim_D001_nucleus_2519_1972_6_13.tif,8.0,NIH3T3_5S
MCF7_5S/10_M5_488epcam_D001_nucleus_1304_349_0_10.tif,14.0,MCF7_5S
NIH3T3_2/6_MN2_488epcam_568vim_D001_nucleus_1082_2238_22_33.tif,13.0,NIH3T3_2
MCF7_3S/7_M3_488epcam_D003_nucleus_404_578_32_40.tif,11.0,MCF7_3S
NIH3T3_2S/5_N2_568Vim_D002_nucleus_742_262_33_39.tif,4.0,NIH3T3_2S
NIH3T3_3S/8_N3_568Vim_D002_nucleus_1677_2358_30_38.tif,7.0,NIH3T3_3S
NIH3T3_5S/11_N5_568Vim_D002_nucleus_1648_2549_16_23.tif,8.0,NIH3T3_5S
MCF7_5S/10_M5_488epcam_D001_nucleus_1247_43_0_9.tif,14.0,MCF7_5S
NIH3T3_5S/11_N5_568Vim_D001_nucleus_2308_180_0_4.tif,8.0,NIH3T3_5S
MCF7_5S/10_M5_488epcam_D001_nucleus_1079_1315_25_33.tif,14.0,MCF7_5S
NIH3T3_5/12_MN5_488epcam_568vim_D002_nucleus_1499_143_29_36.tif,10.0,NIH3T3_5
NIH3T3_5S/11_N5_568Vim_D001_nucleus_968_197_7_14.tif,8.0,NIH3T3_5S
NIH3T3_5S/11_N5_568Vim_D001_nucleus_2430_1460_10_19.tif,8.0,NIH3T3_5S
NIH3T3_2S/5_N2_568Vim_D002_nucleus_223_2827_26_31.tif,4.0,NIH3T3_2S
NIH3T3_5/12_MN5_488epcam_568vim_D003_nucleus_2885_1709_41_48.tif,10.0,NIH3T3_5
MCF7_5S/10_M5_488epcam_D001_nucleus_571_183_0_6.tif,14.0,MCF7_5S
MCF7_5S/10_M5_488epcam_D001_nucleus_404_466_3_12.tif,14.0,MCF7_5S
NIH3T3_5/12_MN5_488epcam_568vim_D002_nucleus_124_2457_12_20.tif,10.0,NIH3T3_5
NIH3T3_5S/11_N5_568Vim_D001_nucleus_1668_1657_6_16.tif,8.0,NIH3T3_5S
MCF7_5S/10_M5_488epcam_D001_nucleus_25_122_0_9.tif,14.0,MCF7_5S
NIH3T3_2/6_MN2_488epcam_568vim_D003_nucleus_2345_2785_44_50.tif,13.0,NIH3T3_2
MCF7_5S/10_M5_488epcam_D001_nucleus_1163_820_28_40.tif,14.0,MCF7_5S
NIH3T3_5S/11_N5_568Vim_D002_nucleus_1620_1241_8_15.tif,8.0,NIH3T3_5S
MCF7_5S/10_M5_488epcam_D001_nucleus_1369_1053_21_32.tif,14.0,MCF7_5S
MCF7_5S/10_M5_488epcam_D001_nucleus_886_1038_1_13.tif,14.0,MCF7_5S
NIH3T3_5S/11_N5_568Vim_D003_nucleus_1484_500_7_14.tif,8.0,NIH3T3_5S
MCF7_1S/1_M1_488epcam_D001_nucleus_525_351_28_38.tif,3.0,MCF7_1S
NIH3T3_1/3_MN1_488epcam_568vim_D001_nucleus_1524_1527_5_11.tif,9.0,NIH3T3_1
NIH3T3_2S/5_N2_568Vim_D001_nucleus_820_928_36_45.tif,4.0,NIH3T3_2S
NIH3T3_2S/5_N2_568Vim_D001_nucleus_1912_1624_0_7.tif,4.0,NIH3T3_2S
MCF7_2/6_MN2_488epcam_568vim_D003_nucleus_1372_1375_40_49.tif,12.0,MCF7_2
MCF7_2/6_MN2_488epcam_568vim_D003_nucleus_1082_1737_5_23.tif,12.0,MCF7_2
NIH3T3_5/12_MN5_488epcam_568vim_D001_nucleus_2783_2759_7_14.tif,10.0,NIH3T3_5
NIH3T3_3S/8_N3_568Vim_D003_nucleus_2426_1037_24_33.tif,7.0,NIH3T3_3S
NIH3T3_5S/11_N5_568Vim_D002_nucleus_1636_472_39_49.tif,8.0,NIH3T3_5S
MCF7_5S/10_M5_488epcam_D001_nucleus_389_1301_13_19.tif,14.0,MCF7_5S
NIH3T3_2/6_MN2_488epcam_568vim_D002_nucleus_1620_2485_12_18.tif,13.0,NIH3T3_2
MCF7_3S/7_M3_488epcam_D001_nucleus_58_710_2_14.tif,11.0,MCF7_3S
NIH3T3_3S/8_N3_568Vim_D002_nucleus_658_1007_0_5.tif,7.0,NIH3T3_3S
NIH3T3_3S/8_N3_568Vim_D001_nucleus_296_1082_5_10.tif,7.0,NIH3T3_3S
MCF7_5S/10_M5_488epcam_D001_nucleus_458_1522_13_20.tif,14.0,MCF7_5S
MCF7_5S/10_M5_488epcam_D001_nucleus_1346_263_9_19.tif,14.0,MCF7_5S
MCF7_3S/7_M3_488epcam_D002_nucleus_466_467_14_20.tif,11.0,MCF7_3S
NIH3T3_5S/11_N5_568Vim_D003_nucleus_1660_1642_3_10.tif,8.0,NIH3T3_5S
MCF7_5S/10_M5_488epcam_D001_nucleus_1531_203_1_16.tif,14.0,MCF7_5S
MCF7_3S/7_M3_488epcam_D003_nucleus_385_801_21_36.tif,11.0,MCF7_3S
NIH3T3_3S/8_N3_568Vim_D003_nucleus_990_1645_16_27.tif,7.0,NIH3T3_3S
MCF7_3S/7_M3_488epcam_D001_nucleus_926_664_8_19.tif,11.0,MCF7_3S
NIH3T3_2S/5_N2_568Vim_D002_nucleus_1_2257_29_33.tif,4.0,NIH3T3_2S
NIH3T3_2S/5_N2_568Vim_D001_nucleus_227_1848_12_20.tif,4.0,NIH3T3_2S
NIH3T3_3/9_MN3_488epcam_568vim_D001_nucleus_1750_2397_10_15.tif,15.0,NIH3T3_3
NIH3T3_5S/11_N5_568Vim_D002_nucleus_1837_1542_15_29.tif,8.0,NIH3T3_5S
MCF7_2S/4_M2_488epcam_D002_nucleus_583_825_31_40.tif,6.0,MCF7_2S
NIH3T3_2S/5_N2_568Vim_D001_nucleus_1065_974_11_17.tif,4.0,NIH3T3_2S
MCF7_2S/4_M2_488epcam_D001_nucleus_428_715_14_26.tif,6.0,MCF7_2S
NIH3T3_3S/8_N3_568Vim_D002_nucleus_2312_2011_5_15.tif,7.0,NIH3T3_3S
NIH3T3_3S/8_N3_568Vim_D002_nucleus_2663_1897_0_5.tif,7.0,NIH3T3_3S
NIH3T3_2/6_MN2_488epcam_568vim_D002_nucleus_2646_2429_41_50.tif,13.0,NIH3T3_2
NIH3T3_5/12_MN5_488epcam_568vim_D001_nucleus_2415_2912_19_29.tif,10.0,NIH3T3_5
NIH3T3_2S/5_N2_568Vim_D002_nucleus_965_830_31_43.tif,4.0,NIH3T3_2S
MCF7_5S/10_M5_488epcam_D001_nucleus_931_1279_18_30.tif,14.0,MCF7_5S
NIH3T3_2/6_MN2_488epcam_568vim_D001_nucleus_2019_2599_57_69.tif,13.0,NIH3T3_2
NIH3T3_5S/11_N5_568Vim_D002_nucleus_2679_2743_17_30.tif,8.0,NIH3T3_5S
NIH3T3_1S/2_N1_568Vim_D003_nucleus_1646_1529_4_15.tif,2.0,NIH3T3_1S
NIH3T3_2S/5_N2_568Vim_D002_nucleus_1367_1587_0_5.tif,4.0,NIH3T3_2S
NIH3T3_2S/5_N2_568Vim_D001_nucleus_1551_1714_11_18.tif,4.0,NIH3T3_2S
NIH3T3_2S/5_N2_568Vim_D002_nucleus_1_766_25_31.tif,4.0,NIH3T3_2S
NIH3T3_1S/2_N1_568Vim_D003_nucleus_639_1643_36_45.tif,2.0,NIH3T3_1S
MCF7_2S/4_M2_488epcam_D002_nucleus_287_214_15_23.tif,6.0,MCF7_2S
NIH3T3_2/6_MN2_488epcam_568vim_D002_nucleus_71_2051_10_14.tif,13.0,NIH3T3_2
NIH3T3_5/12_MN5_488epcam_568vim_D002_nucleus_1486_289_34_41.tif,10.0,NIH3T3_5
MCF7_3S/7_M3_488epcam_D001_nucleus_553_908_15_27.tif,11.0,MCF7_3S
MCF7_5S/10_M5_488epcam_D001_nucleus_1353_796_6_17.tif,14.0,MCF7_5S
NIH3T3_5/12_MN5_488epcam_568vim_D001_nucleus_1993_1641_25_35.tif,10.0,NIH3T3_5
MCF7_3/9_MN3_488epcam_568vim_D001_nucleus_526_1467_46_50.tif,5.0,MCF7_3
NIH3T3_1/3_MN1_488epcam_568vim_D003_nucleus_2029_1304_15_25.tif,9.0,NIH3T3_1
NIH3T3_2S/5_N2_568Vim_D001_nucleus_1901_2683_22_27.tif,4.0,NIH3T3_2S
NIH3T3_1S/2_N1_568Vim_D003_nucleus_2405_1432_3_12.tif,2.0,NIH3T3_1S
NIH3T3_3/9_MN3_488epcam_568vim_D001_nucleus_1373_2934_27_37.tif,15.0,NIH3T3_3
NIH3T3_5S/11_N5_568Vim_D001_nucleus_2145_2777_1_7.tif,8.0,NIH3T3_5S
NIH3T3_2S/5_N2_568Vim_D003_nucleus_1275_1597_0_8.tif,4.0,NIH3T3_2S
NIH3T3_3S/8_N3_568Vim_D001_nucleus_100_2097_22_26.tif,7.0,NIH3T3_3S
NIH3T3_2S/5_N2_568Vim_D001_nucleus_259_206_16_20.tif,4.0,NIH3T3_2S
MCF7_5/12_MN5_488epcam_568vim_D002_nucleus_17_921_31_45.tif,1.0,MCF7_5
NIH3T3_2S/5_N2_568Vim_D002_nucleus_2399_1765_18_28.tif,4.0,NIH3T3_2S
NIH3T3_3S/8_N3_568Vim_D003_nucleus_1024_635_21_32.tif,7.0,NIH3T3_3S
NIH3T3_5S/11_N5_568Vim_D001_nucleus_1702_1144_15_20.tif,8.0,NIH3T3_5S
NIH3T3_5/12_MN5_488epcam_568vim_D001_nucleus_2757_1469_9_19.tif,10.0,NIH3T3_5
MCF7_3S/7_M3_488epcam_D002_nucleus_494_579_14_24.tif,11.0,MCF7_3S
NIH3T3_2S/5_N2_568Vim_D001_nucleus_1340_1406_16_24.tif,4.0,NIH3T3_2S
NIH3T3_1S/2_N1_568Vim_D002_nucleus_161_599_5_13.tif,2.0,NIH3T3_1S
NIH3T3_2S/5_N2_568Vim_D003_nucleus_2589_1564_42_50.tif,4.0,NIH3T3_2S
MCF7_3S/7_M3_488epcam_D001_nucleus_44_784_9_21.tif,11.0,MCF7_3S
MCF7_5/12_MN5_488epcam_568vim_D002_nucleus_429_297_41_50.tif,1.0,MCF7_5
NIH3T3_3S/8_N3_568Vim_D001_nucleus_278_731_3_11.tif,7.0,NIH3T3_3S
MCF7_2S/4_M2_488epcam_D001_nucleus_360_151_2_13.tif,6.0,MCF7_2S
NIH3T3_2S/5_N2_568Vim_D003_nucleus_2679_2511_46_50.tif,4.0,NIH3T3_2S
NIH3T3_1/3_MN1_488epcam_568vim_D001_nucleus_562_1659_23_35.tif,9.0,NIH3T3_1
NIH3T3_3S/8_N3_568Vim_D001_nucleus_1362_1883_25_34.tif,7.0,NIH3T3_3S
NIH3T3_2S/5_N2_568Vim_D001_nucleus_194_754_21_27.tif,4.0,NIH3T3_2S
MCF7_1S/1_M1_488epcam_D001_nucleus_547_426_11_22.tif,3.0,MCF7_1S
MCF7_5S/10_M5_488epcam_D001_nucleus_339_1486_14_23.tif,14.0,MCF7_5S
NIH3T3_3/9_MN3_488epcam_568vim_D001_nucleus_1990_2798_21_32.tif,15.0,NIH3T3_3
MCF7_2/6_MN2_488epcam_568vim_D002_nucleus_2872_761_13_25.tif,12.0,MCF7_2
NIH3T3_5/12_MN5_488epcam_568vim_D002_nucleus_474_2357_0_8.tif,10.0,NIH3T3_5
NIH3T3_2S/5_N2_568Vim_D003_nucleus_810_2737_23_30.tif,4.0,NIH3T3_2S
MCF7_5S/10_M5_488epcam_D001_nucleus_689_840_20_32.tif,14.0,MCF7_5S
NIH3T3_3/9_MN3_488epcam_568vim_D001_nucleus_2278_1532_24_35.tif,15.0,NIH3T3_3
MCF7_1S/1_M1_488epcam_D001_nucleus_552_511_28_35.tif,3.0,MCF7_1S
NIH3T3_2S/5_N2_568Vim_D003_nucleus_2755_2443_26_34.tif,4.0,NIH3T3_2S
NIH3T3_3/9_MN3_488epcam_568vim_D001_nucleus_840_2897_15_22.tif,15.0,NIH3T3_3
NIH3T3_2S/5_N2_568Vim_D002_nucleus_2502_2954_3_10.tif,4.0,NIH3T3_2S
MCF7_1S/1_M1_488epcam_D002_nucleus_487_539_11_23.tif,3.0,MCF7_1S
NIH3T3_1S/2_N1_568Vim_D002_nucleus_1334_2502_10_17.tif,2.0,NIH3T3_1S
NIH3T3_2S/5_N2_568Vim_D002_nucleus_960_256_25_33.tif,4.0,NIH3T3_2S
NIH3T3_2/6_MN2_488epcam_568vim_D002_nucleus_1496_1831_21_28.tif,13.0,NIH3T3_2
NIH3T3_3S/8_N3_568Vim_D002_nucleus_492_2346_15_26.tif,7.0,NIH3T3_3S
MCF7_5S/10_M5_488epcam_D001_nucleus_913_918_7_17.tif,14.0,MCF7_5S
NIH3T3_5S/11_N5_568Vim_D001_nucleus_2276_1_1_7.tif,8.0,NIH3T3_5S
MCF7_3S/7_M3_488epcam_D002_nucleus_856_657_6_13.tif,11.0,MCF7_3S
NIH3T3_2S/5_N2_568Vim_D003_nucleus_1211_469_16_27.tif,4.0,NIH3T3_2S
MCF7_3/9_MN3_488epcam_568vim_D001_nucleus_2028_500_44_50.tif,5.0,MCF7_3
NIH3T3_2/6_MN2_488epcam_568vim_D001_nucleus_1868_1763_48_59.tif,13.0,NIH3T3_2
NIH3T3_1S/2_N1_568Vim_D001_nucleus_2268_1882_44_50.tif,2.0,NIH3T3_1S
NIH3T3_5S/11_N5_568Vim_D001_nucleus_1932_2440_4_9.tif,8.0,NIH3T3_5S
NIH3T3_2S/5_N2_568Vim_D003_nucleus_1868_2125_17_24.tif,4.0,NIH3T3_2S
NIH3T3_3/9_MN3_488epcam_568vim_D001_nucleus_2343_1473_38_50.tif,15.0,NIH3T3_3
NIH3T3_2S/5_N2_568Vim_D003_nucleus_2512_1610_23_33.tif,4.0,NIH3T3_2S
NIH3T3_2S/5_N2_568Vim_D002_nucleus_1559_65_31_38.tif,4.0,NIH3T3_2S
MCF7_3S/7_M3_488epcam_D003_nucleus_648_646_31_45.tif,11.0,MCF7_3S
NIH3T3_2/6_MN2_488epcam_568vim_D001_nucleus_2814_1660_65_74.tif,13.0,NIH3T3_2
MCF7_5S/10_M5_488epcam_D001_nucleus_1338_1321_22_30.tif,14.0,MCF7_5S
NIH3T3_3S/8_N3_568Vim_D001_nucleus_1669_2885_5_11.tif,7.0,NIH3T3_3S
NIH3T3_2/6_MN2_488epcam_568vim_D001_nucleus_2389_959_51_60.tif,13.0,NIH3T3_2
NIH3T3_3S/8_N3_568Vim_D001_nucleus_860_1526_0_5.tif,7.0,NIH3T3_3S
NIH3T3_5/12_MN5_488epcam_568vim_D001_nucleus_2625_119_3_10.tif,10.0,NIH3T3_5
NIH3T3_1S/2_N1_568Vim_D002_nucleus_1921_2555_26_34.tif,2.0,NIH3T3_1S
MCF7_3/9_MN3_488epcam_568vim_D001_nucleus_1338_1092_42_50.tif,5.0,MCF7_3
NIH3T3_1/3_MN1_488epcam_568vim_D001_nucleus_1162_2903_26_37.tif,9.0,NIH3T3_1
MCF7_5S/10_M5_488epcam_D001_nucleus_989_622_17_27.tif,14.0,MCF7_5S
MCF7_2/6_MN2_488epcam_568vim_D001_nucleus_1848_32_15_26.tif,12.0,MCF7_2
MCF7_2S/4_M2_488epcam_D001_nucleus_538_462_24_35.tif,6.0,MCF7_2S
NIH3T3_3S/8_N3_568Vim_D002_nucleus_107_1942_6_13.tif,7.0,NIH3T3_3S
NIH3T3_3S/8_N3_568Vim_D002_nucleus_1718_2232_6_14.tif,7.0,NIH3T3_3S
NIH3T3_3S/8_N3_568Vim_D001_nucleus_2761_1548_5_17.tif,7.0,NIH3T3_3S
NIH3T3_1S/2_N1_568Vim_D001_nucleus_2132_118_5_13.tif,2.0,NIH3T3_1S
NIH3T3_3S/8_N3_568Vim_D001_nucleus_259_522_2_9.tif,7.0,NIH3T3_3S
MCF7_5S/10_M5_488epcam_D001_nucleus_450_654_10_17.tif,14.0,MCF7_5S
MCF7_5S/10_M5_488epcam_D001_nucleus_122_381_1_11.tif,14.0,MCF7_5S
MCF7_3S/7_M3_488epcam_D001_nucleus_8_401_9_25.tif,11.0,MCF7_3S
NIH3T3_3S/8_N3_568Vim_D001_nucleus_1547_1830_40_48.tif,7.0,NIH3T3_3S
NIH3T3_3S/8_N3_568Vim_D002_nucleus_2041_599_0_7.tif,7.0,NIH3T3_3S
MCF7_5S/10_M5_488epcam_D001_nucleus_1031_1150_11_23.tif,14.0,MCF7_5S
NIH3T3_3S/8_N3_568Vim_D001_nucleus_1011_2660_8_18.tif,7.0,NIH3T3_3S
NIH3T3_5S/11_N5_568Vim_D001_nucleus_1835_1182_10_16.tif,8.0,NIH3T3_5S
MCF7_5S/10_M5_488epcam_D001_nucleus_572_1017_1_11.tif,14.0,MCF7_5S
NIH3T3_3S/8_N3_568Vim_D003_nucleus_2042_1272_31_38.tif,7.0,NIH3T3_3S
NIH3T3_3S/8_N3_568Vim_D002_nucleus_2223_1947_2_14.tif,7.0,NIH3T3_3S
MCF7_5/12_MN5_488epcam_568vim_D002_nucleus_1090_2298_0_12.tif,1.0,MCF7_5
MCF7_5/12_MN5_488epcam_568vim_D002_nucleus_57_1039_37_49.tif,1.0,MCF7_5
MCF7_5/12_MN5_488epcam_568vim_D002_nucleus_27_197_43_50.tif,1.0,MCF7_5
MCF7_5/12_MN5_488epcam_568vim_D002_nucleus_361_427_31_40.tif,1.0,MCF7_5
NIH3T3_2S/5_N2_568Vim_D003_nucleus_715_2320_32_40.tif,4.0,NIH3T3_2S
NIH3T3_3/9_MN3_488epcam_568vim_D001_nucleus_1985_1690_21_25.tif,15.0,NIH3T3_3
MCF7_2/6_MN2_488epcam_568vim_D003_nucleus_1082_1394_27_36.tif,12.0,MCF7_2
NIH3T3_3S/8_N3_568Vim_D001_nucleus_2546_1024_6_11.tif,7.0,NIH3T3_3S
NIH3T3_1S/2_N1_568Vim_D003_nucleus_2757_2467_0_6.tif,2.0,NIH3T3_1S
MCF7_1S/1_M1_488epcam_D003_nucleus_804_689_4_11.tif,3.0,MCF7_1S
NIH3T3_5/12_MN5_488epcam_568vim_D001_nucleus_2880_2656_7_14.tif,10.0,NIH3T3_5
NIH3T3_3S/8_N3_568Vim_D001_nucleus_2852_2635_14_25.tif,7.0,NIH3T3_3S
NIH3T3_5S/11_N5_568Vim_D002_nucleus_581_1743_15_24.tif,8.0,NIH3T3_5S
NIH3T3_1S/2_N1_568Vim_D002_nucleus_331_606_10_17.tif,2.0,NIH3T3_1S
NIH3T3_5S/11_N5_568Vim_D002_nucleus_2888_216_2_9.tif,8.0,NIH3T3_5S
NIH3T3_5S/11_N5_568Vim_D001_nucleus_2047_644_8_14.tif,8.0,NIH3T3_5S
MCF7_5S/10_M5_488epcam_D001_nucleus_1514_164_0_15.tif,14.0,MCF7_5S
MCF7_5/12_MN5_488epcam_568vim_D001_nucleus_552_98_0_8.tif,1.0,MCF7_5
NIH3T3_1/3_MN1_488epcam_568vim_D001_nucleus_409_1648_18_33.tif,9.0,NIH3T3_1
NIH3T3_3S/8_N3_568Vim_D003_nucleus_1647_875_15_24.tif,7.0,NIH3T3_3S
MCF7_3/9_MN3_488epcam_568vim_D001_nucleus_1443_1373_20_35.tif,5.0,MCF7_3
NIH3T3_2/6_MN2_488epcam_568vim_D003_nucleus_2882_1551_40_48.tif,13.0,NIH3T3_2
NIH3T3_2/6_MN2_488epcam_568vim_D003_nucleus_643_1404_0_9.tif,13.0,NIH3T3_2
NIH3T3_5S/11_N5_568Vim_D001_nucleus_1252_27_7_14.tif,8.0,NIH3T3_5S
NIH3T3_3S/8_N3_568Vim_D003_nucleus_874_2195_0_10.tif,7.0,NIH3T3_3S
NIH3T3_5S/11_N5_568Vim_D003_nucleus_844_2625_3_9.tif,8.0,NIH3T3_5S
NIH3T3_2S/5_N2_568Vim_D001_nucleus_828_956_24_32.tif,4.0,NIH3T3_2S
NIH3T3_5S/11_N5_568Vim_D003_nucleus_1976_1396_14_22.tif,8.0,NIH3T3_5S
NIH3T3_2/6_MN2_488epcam_568vim_D001_nucleus_2219_2589_46_57.tif,13.0,NIH3T3_2
NIH3T3_1S/2_N1_568Vim_D003_nucleus_1909_1244_0_7.tif,2.0,NIH3T3_1S
NIH3T3_3S/8_N3_568Vim_D001_nucleus_1509_1420_2_9.tif,7.0,NIH3T3_3S
NIH3T3_5S/11_N5_568Vim_D001_nucleus_1247_2577_17_28.tif,8.0,NIH3T3_5S
NIH3T3_3S/8_N3_568Vim_D002_nucleus_559_2557_1_12.tif,7.0,NIH3T3_3S
NIH3T3_1S/2_N1_568Vim_D002_nucleus_2266_2074_4_9.tif,2.0,NIH3T3_1S
NIH3T3_2S/5_N2_568Vim_D001_nucleus_2410_1800_17_28.tif,4.0,NIH3T3_2S
MCF7_2S/4_M2_488epcam_D001_nucleus_642_934_8_20.tif,6.0,MCF7_2S
NIH3T3_2S/5_N2_568Vim_D002_nucleus_1544_1581_1_8.tif,4.0,NIH3T3_2S
NIH3T3_5S/11_N5_568Vim_D001_nucleus_108_1875_4_9.tif,8.0,NIH3T3_5S
MCF7_2/6_MN2_488epcam_568vim_D003_nucleus_1483_1073_24_36.tif,12.0,MCF7_2
NIH3T3_2S/5_N2_568Vim_D003_nucleus_653_1499_0_6.tif,4.0,NIH3T3_2S
NIH3T3_5/12_MN5_488epcam_568vim_D002_nucleus_1368_998_38_44.tif,10.0,NIH3T3_5
NIH3T3_5S/11_N5_568Vim_D001_nucleus_2394_1736_2_8.tif,8.0,NIH3T3_5S
NIH3T3_5S/11_N5_568Vim_D003_nucleus_556_233_24_36.tif,8.0,NIH3T3_5S
MCF7_5S/10_M5_488epcam_D001_nucleus_1491_208_0_15.tif,14.0,MCF7_5S
NIH3T3_5/12_MN5_488epcam_568vim_D001_nucleus_2018_1875_7_13.tif,10.0,NIH3T3_5
MCF7_3S/7_M3_488epcam_D003_nucleus_352_169_1_21.tif,11.0,MCF7_3S
MCF7_5S/10_M5_488epcam_D001_nucleus_34_818_4_10.tif,14.0,MCF7_5S
NIH3T3_5S/11_N5_568Vim_D002_nucleus_2386_716_0_7.tif,8.0,NIH3T3_5S
MCF7_3S/7_M3_488epcam_D003_nucleus_308_325_18_34.tif,11.0,MCF7_3S
NIH3T3_5S/11_N5_568Vim_D003_nucleus_329_2717_34_41.tif,8.0,NIH3T3_5S
NIH3T3_3S/8_N3_568Vim_D002_nucleus_2351_1528_19_30.tif,7.0,NIH3T3_3S
NIH3T3_1/3_MN1_488epcam_568vim_D002_nucleus_650_97_30_40.tif,9.0,NIH3T3_1
MCF7_5S/10_M5_488epcam_D001_nucleus_184_471_3_13.tif,14.0,MCF7_5S
